TCGA.02.0047.01A.01R.1849.01	TCGA.02.0055.01A.01R.1849.01	TCGA.02.2483.01A.01R.1849.01	TCGA.02.2485.01A.01R.1849.01	TCGA.02.2486.01A.01R.1849.01	TCGA.04.1348.01A.01R.1565.13	TCGA.04.1357.01A.01R.1565.13	TCGA.04.1362.01A.01R.1565.13	TCGA.04.1364.01A.01R.1565.13	TCGA.04.1365.01A.01R.1565.13
BARX2|8538	2.4586	4.4849	6.3325	0.9524	7.3171	93.9591096140466	433.913506681889	1151.61688611162	314.65275500726	436.509938969626
BASE|317716	0	0	0	0	0	0	0	0	0	0
BASP1|10409	1995.14	1148.7	3040	335.238	1311.59	247.35599727218	617.423875397579	162.913789032081	49.4770025773933	1663.96205742088
BAT1|7919	4204.19	5029.29	6465.01	8173.33	4365.4	6893.43808612647	6358.68596393232	8027.31150555773	9589.17987430293	9812.55193638882
BAT2|7916	6389.26	4849.89	6435.46	6870	4797.56	12497.9712682422	12580.3489896022	9251.3343547184	11433.1130806048	10428.2916550089
BAT2L1|84726	6243.83	2692.05	10180.9	4348.03	3240.09	2927.00139411513	4505.04133721995	8921.80005607677	4061.93939625019	6482.95512231077
BAT2L2|23215	3134.7	2074.28	2013.3	2415.71	1885.37	3204.12248094482	3983.9398361743	2796.84394112145	2779.50367066317	3125.88722504123
BAT3|7917	3655.92	4571.27	5726.23	4764.91	4121.95	9644.63189643887	6799.60997056964	4916.53439272427	6953.41658777009	5914.95236237709
BAT4|7918	307.944	543.238	811.842	497.167	556.835	837.173639741527	862.418256669256	322.026553066824	681.780683254555	618.736581963621
BAT5|7920	1110.67	1279.89	1111.56	1067.14	1687.2	2448.17769327014	3905.33934630195	1413.83395123349	1772.30466500008	1632.21147671289
BATF|10538	20.898	57.1829	21.5303	13.3333	86.5854	109.123330726676	228.436405218576	6.20312269225269	1.26389332505397	82.0938379330567
BATF2|116071	62.0794	102.032	175.198	361.429	717.073	305.238181233643	438.555784920033	153.949103390372	123.316097155798	527.54915651958
BATF3|55509	135.837	295.445	67.9683	124.762	420.122	26.2069301752395	32.3407235256945	17.5224124214239	18.5563114781388	24.1823525173732
BAX|581	615.876	780.939	1028.39	864.286	1403.05	734.637565807365	925.156145253565	335.35666615557	814.987224805175	887.31479637399
BAZ1A|11177	444.39	611.633	1023.32	879.524	447.561	1468.79887208127	1143.90864670357	699.799214434722	1050.77308990438	1622.99956024902
BAZ1B|9031	1840.25	1851.72	2088.87	2796.67	2043.29	2735.32267961967	2512.16645042406	1758.07256362492	2688.28544801644	3192.82070403165
BAZ2A|11176	1291.46	1088.05	1022.27	1308.45	1177.26	2367.39366650082	4208.28993739902	3616.63867768757	1407.82479373729	2369.84229845055
BAZ2B|29994	644.507	289.177	579.774	949.605	364.616	301.193777134645	464.656292782097	374.524027830802	414.66469979432	486.675531373286
BBC3|27113	93.4263	87.4562	197.15	72.8571	121.341	82.1200354068059	259.885815685641	203.430220247773	170.398336116068	278.474966823251
BBOX1|8424	547.036	420.462	141.003	1246.67	1884.76	61.4046025781466	249.129795083375	33.0873078604088	19.7454087732547	133.533342451143
BBS10|79738	614.032	434.478	707.124	629.048	571.951	483.426151002017	234.342865047636	617.408522073771	625.770201935312	245.400637446555
BBS12|166379	244.015	207.428	98.3641	95.2381	315.854	58.3361529306838	82.0434432028125	196.302967702654	166.951605877568	146.088922883451
BBS1|582	1076.25	545.48	587.652	1418.82	1369.51	765.164546165697	1035.26732775366	2069.55693550523	811.523803563158	750.902589435508
BBS2|583	1719.78	983.322	1191.77	1982.38	1388.41	337.643838103859	791.512016017827	409.020539931505	434.261038973958	386.702953317619
BBS4|585	455.454	598.739	307.757	710	895.122	190.35374923157	308.601577151658	310.887185748194	575.931212615334	175.716537514462
BBS5|129880	382.31	160.533	165.898	232.038	454.268	73.8903841240097	238.283261914527	606.118221236431	243.729724352887	174.18835031786
BBS7|55212	345.432	485.494	217.414	189.524	318.902	139.403085274223	131.848025700227	183.874426214414	351.485295489461	241.294582806631
BBS9|27241	433.941	505.116	230.923	628.571	564.024	179.571572951137	137.55945435034	114.085269347952	316.132916278016	134.332031596077
BBX|56987	2217.03	1288.86	970.554	1313.33	1405.49	835.257044585035	1449.37395868888	1319.5838871252	1076.47626747162	935.598434824183
BCAM|4059	641.077	2019.9	1046.12	948.571	608.537	39837.9987303888	36730.5791345043	24992.5458955209	16497.0338743916	71171.0132190212
BCAN|63827	24346.2	184.443	42262.4	25968.6	595.732	16.5084004808455	3.02509206506183	12.0221283717769	126.041922495859	7.58558225219288
BCAP29|55973	1503.43	2292.92	1126.33	2289.05	2506.1	747.49709710904	658.881893433942	660.779191750584	937.637289899773	577.224155779955
BCAP31|10134	3139	5603.36	5181.64	4119.52	6542.68	5394.90404507501	6875.34365685489	8248.0086352029	7007.6643465553	6257.35704293089
BCAR1|9564	1400.78	1712.68	2240	1548.1	610.366	1011.02670315722	1324.12643361982	736.146235281722	966.782045567256	1028.60059988834
BCAR3|8412	122.315	1500.77	134.248	624.286	270.122	200.011080092822	522.980841257945	462.533220175161	68.2876253751452	279.734589536405
BCAR4|400500	0	0.5606	1.2665	0.4762	1.2195	0	0	0	0	0
BCAS1|8537	933.034	289.839	94.9868	97.619	1868.9	1.54340239460462	7.32948246669708	229.006638710843	14.0483273834779	3.16368716444545
BCAS2|10286	667.71	1256.38	1248.13	911.148	1171.66	1103.4818408852	664.538343729316	1001.13166301684	1090.18764447062	1214.09042585232
BCAS3|54828	961.307999999999	391.31	469.446	815.714	574.39	503.755336890012	550.717086007522	507.177738219001	374.285712902509	41.3101985522234
BCAS4|55653	540.889	569.587	809.288	987.619	2007.93	171.028357813294	405.27127486724	250.07529953098	621.012586413999	76.1535575719569
BCAT1|586	2389.75	2281.71	1737.63	1390	1007.93	272.702061236234	5421.11380298144	985.761253204451	344.937480036947	5868.25240269672
BCAT2|587	310.397	358.795	379.525	511.429	415.244	914.830807645882	608.345681768721	561.1880908626	570.067810154165	662.411450754988
BCCIP|56647	1115.47	1175.04	1024.85	628.324	1010.76	1852.42725020291	1227.80507319416	1483.96041847149	1936.83797471423	1485.28320793186
BCDIN3D|144233	121.264	124.345	304.718	252.543	308.628	277.161417729106	378.603932927133	321.353058368429	156.68618486138	243.114632419805
BCHE|590	2938.63	101.472	2633.88	2276.19	545.732	0.240658194610433	6.86592196349934	-0.0204563093597417	0.391066242870838	1.72870560879956
BCKDHA|593	744.577	911.77	1173.19	1005.36	1151.79	2523.78993102703	1290.3059467711	785.718311169938	417.207120175414	732.731044434963
BCKDHB|594	1081.16	533.146	212.77	496.667	542.683	303.149895763525	251.918861178239	505.968633417385	522.262091629495	239.636534335965
BCKDK|10295	1239.74	1548.42	1531.61	704.762	957.927	2807.71504845013	1426.45753490369	1127.8687373105	1912.26197132234	1745.92546871138
BCL10|8915	274.126	640.785	448.747	336.19	435.969	657.681408000067	621.162415078645	934.274568504136	359.617976174184	774.325945711538
BCL11A|53335	115.554	56.0617	436.517	576.191	37.8049	941.004410462528	687.364735118486	234.874976191989	760.427560150404	800.115229984208
BCL11B|64919	52.8596	16.8185	60.7916	142.381	14.0244	57.6357581075432	159.31918093003	21.4133377515223	52.4841617679962	55.2299184148118
BCL2|596	598.052	270.778	296.781	550.476	479.268	96.3193555298888	577.186346406161	106.916584781997	69.8397304644276	68.2982117277068
BCL2A1|597	79.2895	352.628	143.958	47.1429	628.049	147.388331570413	137.010980259107	12.1854611025282	3.22637666350604	135.984317765475
BCL2L10|10017	1.2293	1.1212	0.4222	2.8571	0.6098	2.92993095963033	25.3018045517976	43.3744039449958	16.0766581986133	5.99382007683535
BCL2L11|10018	527.367	733.847	596.939	625.238	315.854	1014.38048639761	1195.70116395118	1375.95373623063	1098.78559095397	1232.84279475842
BCL2L12|83596	95.3809	287.77	111.679	190.062	210.677	606.974309488733	475.243951172062	433.332044719264	861.201437006326	331.448776345837
BCL2L13|23786	1268.02	1560.2	1139.42	1379.52	1523.78	592.167468040706	926.664392075232	928.618857322551	716.745424330053	561.359528174682
BCL2L14|79370	4.9172	0	0.8443	4.2857	4.2683	30.6911697189293	95.2744016218326	38.5426715601741	9.24928363524692	51.1003890432492
BCL2L15|440603	10.449	3.3637	8.4433	17.619	6.7073	11.4299836331076	11.4967476133459	25.5079913537001	1.13830210826665	15.4355986982497
BCL2L1|598	1938.6	3400.14	2331.19	2258.57	3721.34	4939.5015531186	4980.93622700022	3932.1455916873	4013.22068455336	2343.11945838428
BCL2L2|599	1222.29	832.331	640.916	619.519	1110.71	714.12892478005	1191.69170439577	1250.97245982256	418.756648869883	788.128028644015
BCL3|602	211.439	1561.32	205.172	174.762	2028.05	2718.28629305344	1558.54727483645	2552.25696273509	153.493460953552	3661.84488286638
BCL6|604	2260.67	2721.79	2212.98	2151.43	2707.93	2891.26679445087	1030.14463423067	1446.62299130388	1006.7005715242	1430.77625357186
BCL6B|255877	162.881	39.8038	307.757	390.952	28.0488	83.526345339938	59.4723802017617	24.7758012672258	280.735363438836	125.724163044188
BCL7A|605	665.663	150.806	1904.38	706.191	103.659	409.287149573852	373.589945493923	665.786757604314	917.006479528397	504.110268599495
BCL7B|9275	853.13	1796.22	1339.53	1329.05	2418.9	1192.12352174711	1507.79675657426	1162.23900471554	1397.29250772858	1447.51979002502
BCL7C|9274	399.521	928.381	935.092	766.667	704.878	1507.34806358927	1917.04881494612	670.76527017898	1947.30896337235	1019.16312591152
BCL8|606	1.2293	7.8486	2.1108	0	0.6098	0.74003809649146	0.393246013739018	3.55113747683661	63.0405644699691	0.335350021387176
BCL9|607	795.968000000001	564.541	822.797	899.048	612.195	851.755888566415	2571.88268253502	2814.78980998301	3975.64304836824	1188.07347015527
BCL9L|283149	1260.64	1034.34	1193.88	1121.42	640.835	2032.83260718064	5779.68387678686	6649.42121409394	2207.21933613805	3170.31954937017
BCLAF1|9774	2601.19	2138.19	3438.94	3612.86	1824.39	1852.99997458423	2739.93407431414	1860.25912181928	2552.41517888089	2694.52448581752
BCMO1|53630	62.0794	20.7428	22.3747	115.238	50.6098	14.1045251996532	4.64297194924081	12.3654626763085	1.32210120071921	3.69355784388036
BCO2|83875	36.2642	12.3336	16.0422	27.619	129.878	2.67191946455552	13.3477159506831	17.0410198079702	22.8407472259196	20.7922311671949
BCOR|54880	416.731	503.994	790.712	758.571	115.854	919.731809988419	1042.1351240104	1325.11040091112	735.314155509038	947.733348450856
BCORL1|63035	366.33	260.126	285.805	320.476	198.78	257.848628307883	572.567171352869	588.850935774262	738.292476969702	769.470655401944
BCORL2|286554	0.6146	0	0.8443	5.7143	1.8293	0	0	0	0	0
BCR|613	1944.13	1178.98	1133.51	1829.05	792.073	758.586341785282	1385.46886396847	1705.98010027235	1539.80952732247	792.488528848183
BCS1L|617	325.148	464.751	487.599	503.333	461.585	1292.82903887473	527.044073718519	503.242635437105	972.133132499356	564.694065357488
BCYRN1|618	0	0	0	0	0	0	0	0	0	0
BDH1|622	351.578	254.52	59.5251	398.095	187.805	1263.54880237361	671.309177897121	1201.78330585581	288.459270820326	1261.69943763585
BDH2|56898	907.219	780.378	426.807	759.048	648.171	315.510864297797	289.297571171041	122.932123542241	1067.67890744329	627.342124037056
BDKRB1|623	4.9172	121.654	0.8443	1.4286	0.6098	10.4980335829347	4.6205781859781	6.18608119615352	5.47564257355875	5.31313296439048
BDKRB2|624	300.562	1092.08	22.7968	12.381	107.927	151.771110002679	50.1688637816638	143.525925195035	21.0427597421401	69.9398941683378
BDNF|627	16.2759	204.328	3.8797	38.1333	26.0366	49.4555944237698	60.5031409080668	20.8025401501347	12.5887477406014	7.95028956494169
BDNFOS|497258	85.1409	93.9201	78.8644	255.676	247.744	48.1659954131337	33.7927400492685	113.685863213577	67.8209763056416	44.6425277078616
BDP1|55814	592.52	409.811	292.137	440.952	357.927	751.711616955047	355.867687363798	783.810982591552	776.468764551715	390.919091024354
BEAN|146227	22.7419	295.445	83.1662	13.8095	68.2927	3.18499680466271	26.0292720175877	36.3851150895266	2.51384775885734	11.5206087371084
BECN1|8678	1287.54	1231.93	1172.64	1290.74	1552.41	1000.96392345279	1511.18795377192	1663.00463299241	891.174245543083	719.34186993118
BEGAIN|57596	105.719	105.396	259.208	138.571	7.9268	4.2529305828892	15.8812430528976	16.9394219377293	5.92233218858765	11.449034696744
BEND2|139105	1.2293	1.1212	2.9551	0	0	0	0	0	0	0
BEND3|57673	129.69	86.335	247.81	180.476	70.7317	202.549185016988	423.917400274223	449.81653963366	413.863647527523	603.734069775235
BEND4|389206	20.2834	5.6062	19.8417	0.4762	0.6098	3.11016466939883	4.8820038523192	3.56623735411928	21.8756050866649	1.95850822417181
BEND5|79656	251.391	170.428	403.588	209.524	205.488	84.9775780892772	18.0676020008922	38.9078980685654	95.9638847238382	137.951713273144
BEND6|221336	877.715999999999	477.085	237.678	495.238	514.634	7.09971703225375	15.1499963295437	8.20949121571991	5.57294726009844	19.2999334855298
BEND7|222389	296.26	102.593	352.929	169.524	114.024	329.020513959784	919.122564269014	251.836508822306	380.772247247194	230.67392211762
BEST1|7439	266.8	192.308	187.052	101.914	411.683	20.7647109501798	55.8870240071859	103.182674370338	13.9711515059386	37.5385329550211
BEST2|54831	1.2293	3.9243	0	11.4286	0.6098	0.167451783495902	0.483205478627972	0.286239949632174	1.80774795269304	-0.349170746458549
BEST3|144453	244.015	4.4849	431.451	186.667	40.8537	3.18418666551754	0.192603855007261	0.674893174408683	0.029615005691576	3.81422047062132
BEST4|266675	31.347	10.0911	3.3773	8.5714	46.3415	22.6462673506136	47.4194511473966	43.9958615201313	56.0927810424407	46.835533636019
BET1|10282	279.664	790.47	341.108	354.286	757.927	686.46590737504	860.117292264315	583.828967280415	967.150459012285	670.553891545429
BET1L|51272	658.902	1742.4	589.34	708.571	2010.98	2154.41616055274	1185.54924048334	1441.64520519216	1477.4913442644	1065.25066266846
BET3L|100128327	0.6146	0	0.8443	2.8571	1.8293	0.242918493036283	-0.303014821944751	0.145412345711885	-0.303014821944751	0.510544554979006
BEX1|55859	2435.85	465.873	3661.85	3384.76	706.707	53.9705665969492	2.62151863156787	28.212066884552	43.0704752128718	11.3582687174665
BEX2|84707	927.502	275.823	638.734	782.381	585.976	1102.46003727302	289.570704655427	573.411910026211	513.105363726877	431.381819339897
BEX4|56271	2381.76	786.545	2507.23	1294.76	1185.98	2044.91072942216	923.889582944385	1728.30302842001	2172.23372339013	1708.93861411458
BEX5|340542	200.375	94.1836	27.4406	103.809	73.1707	93.0000448020852	11.3783998933771	93.1105603559789	162.660467564977	11.3446661632389
BEYLA|497634	0	0	0	0	0	0	0	0	0	0
BFAR|51283	916.439	1467.13	1314.62	910.476	828.659	1983.10642765493	1142.90723895046	1102.60106373679	1199.3326224489	1743.56708167196
BFSP1|631	10.449	58.3041	24.0633	3.8095	10.9756	24.0962409275009	12.6087414179049	7.89505075930696	50.2581662985315	14.5600164351721
BFSP2|8419	0.6146	1.1212	0.4222	0.4762	0	2.8079894249171	5.47263912993069	0.762270889136132	0.885054527411479	16.1750272032764
BGLAP|632	33.8056	47.0918	74.9805	158.033	169.945	97.9016662826196	39.4558903799798	56.3853902319619	89.3759052487065	135.810320885729
BGN|633	5945.48	22100.1	4640.84	3813.81	9562.8	2962.61274244797	5910.26615517548	1589.74823605896	2206.88080174732	3516.11409950049
BHLHA15|168620	0	2.8031	0	4.7619	0	27.079205578709	21.3010730522995	2.7989584651536	5.71580010064965	1.71887692310982
BHLHB9|80823	430.253	111.002	204.327	518.571	189.634	180.445498825568	130.822879145405	258.62482398355	193.54349605483	77.6004010283076
BHLHE22|27319	6.7611	62.7891	206.438	7.1429	1.8293	4.86873945901301	16.1016296637295	3.01953427801943	0.459314090748753	9.31039175740901
BHLHE23|128408	0	0	2.1108	0	0	0	0	0	0	0
BHLHE40|8553	1363.9	12482.1	746.385	2336.19	2439.63	4813.49198414351	1909.57877018053	7500.36156392605	2545.83114099547	1977.90642273988
BHLHE41|79365	1604.23	1438.54	517.573	2116.67	2394.51	2124.80491602184	6061.4353985497	5050.20911688196	519.16816328954	4681.43271823315
BHMT2|23743	21.5126	386.825	4.2216	15.2381	55.4878	71.1698558145282	10.175824660078	7.76069492381192	14.4914423058797	1.76027898233388
BHMT|635	0	9.5305	1.2665	1.9048	1.2195	2.52789519375228	0.130800077726296	1.97668036736447	11.3761124101168	2.48161198087659
BICC1|80114	47.3278	233.216	11.3984	39.0476	22.561	5.83715073650828	15.8620880823608	1.92708587225861	7.1776105401632	4.1540363363951
BICD1|636	353.422	307.218	159.578	253.81	230.488	607.648102217149	296.604239241242	433.598394896938	354.950802480992	381.760722460967
BICD2|23299	1133.41	1271.48	793.245	625.714	905.488	692.992468519577	509.198970333801	1409.65470879801	645.935359898568	703.631838972911
BID|637	1548.71	667.672	1214.2	858.094999999999	852.866	768.738796204652	804.328127790496	817.932224317034	432.321618783816	959.520739139453
BIK|638	4.9172	2.8031	2.1108	1.4286	6.0976	639.314436904849	100.827868631423	298.745119393256	496.839013544383	49.6219258729092
BIN1|274	2716.74	2326	1433.67	742.857	2121.95	926.630434880533	508.774917499343	1133.73695316513	1121.02977500911	1255.36955895641
BIN2|51411	242.786	265.732	149.868	131.905	532.317	292.858145583636	529.407253238818	106.505038700464	4.41977132691075	194.157473532863
BIN3|55909	265.527	716.468	385.858	335.714	403.659	500.068895836533	371.764511086083	412.00517619123	598.805230345016	486.483646039524
BIRC2|329	1504.66	1838.82	1361.9	1207.62	1445.12	810.153404131389	1382.83906799863	1490.14102657656	1070.72184677385	698.371708781399
BIRC3|330	288.884	1108.34	12.2427	34.2857	281.098	922.725224479575	408.095173629419	545.790874575083	23.1854387436234	198.279266979891
BIRC5|332	503.212	401.194	1780.44	700.871	107.201	2108.59665195024	208.179845703282	738.789465607023	2135.66541794706	2023.00046843747
BIRC6|57448	1523.1	934.548	885.699	1112.86	531.098	973.751000415055	1054.04275862229	966.197413584202	988.76595215948	994.140918871676
BIRC7|79444	12.9076	20.7428	5.9103	0.9524	19.5122	3.82466832619971	4.97680815244839	0.224243911903836	6.41189289180233	3.52605342106216
BIRC8|112401	0	0	0	0	0	0	0	0	0	0
BIVM|54841	505.805	334.127	808.021	569.524	390.244	404.23486640393	475.464082299984	401.981132370055	541.772426160737	30.7971498969345
BLCAP|10904	1767.72	1268.68	2139.1	1864.76	1609.15	1948.22391197459	2173.29287524207	1647.18859495202	2420.89344106135	1114.15405954374
BLID|414899	0	1.1212	0	0	0.6098	0	0	0	0	0
BLK|640	0	24.1065	2.1108	0.9524	0	1.4448507989527	31.2308737000827	0.130034789392631	0.568382466316215	1.63734522293231
BLM|641	365.1	153.609	372.348	579.048	103.659	352.833667337103	77.543234439797	206.536983062633	287.690593210597	259.091398643244
BLMH|642	946.556000000001	705.816	1419.74	1007.14	810.366	480.691448789484	383.270992029202	516.921327392242	869.8761022598	468.667363998313
BLNK|29760	174.56	58.8648	64.591	49.5238	200	68.8838584852505	281.772993409996	77.3782631415438	1.36214698336603	73.8151623397592
BLOC1S1|2647	1382.77	1890.29	1041.06	1185.5	2689.63	1857.45610000339	2578.56576598667	1916.63264451702	1755.73054123794	1971.87595494297
BLOC1S2|282991	1017.24	894.744	857.414	562.857	1702.44	878.564850493673	710.744354879975	569.936079081116	462.924002872105	903.914292450761
BLOC1S3|388552	263.069	206.307	431.451	334.762	251.22	946.477834234258	359.797415432184	288.466573802707	480.040054695928	282.968859179026
BLVRA|644	796.583	1133.01	969.71	594.762	1472.56	960.332249419791	1024.82284632937	337.219802840775	885.495604575789	561.920761322042
BLVRB|645	401.365	1494.6	458.048	562.381	1193.29	1767.44479097525	1107.42828657173	1475.80448224921	668.246477776906	862.705348590096
